535 62 126
536 56 120
537 4 68
538 33 97
539 61 125
540 13 77
541 37 101
542 44 108
543 13 77
544 27 91
545 16 80
546 52 116
547 56 120
548 31 95
549 37 101
550 37 101
551 39 103
552 27 91
553 26 90
554 27 91
555 6 70
556 57 121
557 22 86
558 1 65
559 33 97
560 33 97
561 20 84
562 56 120
563 53 117
564 27 91
565 11 75
566 20 84
567 1 65
568 43 107
569 62 126
570 2 66
571 15 79
572 41 105
573 31 95
574 22 86
575 4 68
576 8 72
577 20 84
578 12 76
579 5 69
580 7 71
581 54 118
582 34 98
583 49 113
584 26 90
585 7 71
586 45 109
587 45 109
588 11 75
589 42 106
590 43 107
591 37 101
592 56 120
593 23 87
594 60 124
595 35 99
596 14 78
597 55 119
598 44 108
599 43 107
600 30 94
601 27 91
602 27 91
603 16 80
604 25 89
605 44 108
606 20 84
607 24 88
608 60 124
609 61 125
610 61 125
611 1 65
612 58 122
613 5 69
614 51 115
615 2 66
616 48 112
617 44 108
618 27 91
619 9 73
620 47 111
621 51 115
622 44 108
623 45 109
624 0 64
625 32 96
626 34 98
627 10 74
628 28 92
629 8 72
630 2 66
631 7 71
632 14 78
633 28 92
634 25 89
635 41 105
636 9 73
637 6 70
638 43 107
639 58 122
640 59 123
641 46 110
642 40 104
643 63 127
644 10 74
645 52 116
646 5 69
647 23 87
648 44 108
649 20 84
650 5 69
651 7 71
652 21 85
653 20 84
654 2 66
655 6 70
656 0 64
657 25 89
658 16 80
659 50 114
660 39 103
661 11 75
662 9 73
663 61 125
664 35 99
665 44 108
666 53 117
667 61 125
668 36 100
669 53 117
670 32 96
671 0 64
672 37 101
673 38 102
674 21 85
675 24 88
676 5 69
677 3 67
678 26 90
679 40 104
680 29 93
681 61 125
682 59 123
683 37 101
684 12 76
685 59 123
686 8 72
687 58 122
688 49 113
689 63 127
690 22 86
691 25 89
692 0 64
693 23 87
694 48 112
695 7 71
696 56 120
697 37 101
698 44 108
699 48 112
700 3 67
701 16 80
702 45 109
703 37 101
704 13 77
705 34 98
706 0 64
707 33 97
708 47 111
709 21 85
710 12 76
711 6 70
712 54 118
713 51 115
714 59 123
715 20 84
716 29 93
717 37 101
718 48 112
719 11 75
720 4 68
721 18 82
722 24 88
723 34 98
724 44 108
725 28 92
726 12 76
727 26 90
728 53 117
729 58 122
730 5 69
731 17 81
732 10 74
733 9 73
734 5 69
735 50 114
736 19 83
737 30 94
738 18 82
739 25 89
740 3 67
741 47 111
742 36 100
743 27 91
744 46 110
745 8 72
746 14 78
747 27 91
748 57 121
749 13 77
750 62 126
751 9 73
752 6 70
753 38 102
754 14 78
755 38 102
756 23 87
757 5 69
758 43 107
759 39 103
760 5 69
761 21 85
762 35 99
763 18 82
764 11 75
765 17 81
766 8 72
767 17 81
768 28 92
769 30 94
770 3 67
771 1 65
772 51 115
773 20 84
774 61 125
775 59 123
776 36 100
777 34 98
778 15 79
779 42 106
780 43 107
781 32 96
782 45 109
783 7 71
784 43 107
785 60 124
786 15 79
787 25 89
788 27 91
789 15 79
790 30 94
791 27 91
792 29 93
793 29 93
794 17 81
795 50 114
796 52 116
797 57 121
798 41 105
799 23 87
800 57 121
801 36 100
802 40 104
803 61 125
804 55 119
805 26 90
806 58 122
807 23 87
808 36 100
809 28 92
810 41 105
811 47 111
812 34 98
813 28 92
814 6 70
815 7 71
816 21 85
817 5 69
818 53 117
819 58 122
820 38 102
821 45 109
822 50 114
823 5 69
824 29 93
825 50 114
826 23 87
827 36 100
828 56 120
829 15 79
830 18 82
831 48 112
832 24 88
833 28 92
834 12 76
835 13 77
836 56 120
837 33 97
838 43 107
839 49 113
840 34 98
841 50 114
842 40 104
843 35 99
844 6 70
845 36 100
846 52 116
847 26 90
848 10 74
849 49 113
850 22 86
851 1 65
852 3 67
853 6 70
854 1 65
855 31 95
856 11 75
857 53 117
858 13 77
859 28 92
860 17 81
861 31 95
862 50 114
863 5 69
864 46 110
865 38 102
866 17 81
867 57 121
868 49 113
869 42 106
870 19 83
871 15 79
872 18 82
873 62 126
874 8 72
875 13 77
876 8 72
877 16 80
878 57 121
879 23 87
880 12 76
881 0 64
882 49 113
883 55 119
884 3 67
885 19 83
886 9 73
887 47 111
888 32 96
889 58 122
890 5 69
891 23 87
892 39 103
893 60 124
894 57 121
895 53 117
896 8 72
897 3 67
898 11 75
899 46 110
900 18 82
901 43 107
902 34 98
903 47 111
904 37 101
905 26 90
906 37 101
907 2 66
908 37 101
909 43 107
910 24 88
911 29 93
912 6 70
913 22 86
914 2 66
915 19 83
916 19 83
917 54 118
918 22 86
919 26 90
920 36 100
921 5 69
922 48 112
923 33 97
924 49 113
925 11 75
926 31 95
927 40 104
928 45 109
929 3 67
930 52 116
931 26 90
932 11 75
933 47 111
934 43 107
935 60 124
936 36 100
937 41 105
938 35 99
939 28 92
940 25 89
941 0 64
942 27 91
943 26 90
944 57 121
945 42 106
946 5 69
947 47 111
948 1 65
949 52 116
950 20 84
951 25 89
952 52 116
953 38 102
954 42 106
955 34 98
956 16 80
957 30 94
958 34 98
959 12 76
960 2 66
961 5 69
962 9 73
963 46 110
964 0 64
965 1 65
966 28 92
967 1 65
968 26 90
969 41 105
970 51 115
971 7 71
972 62 126
973 47 111
974 51 115
975 58 122
976 32 96
977 38 102
978 57 121
979 61 125
980 17 81
981 51 115
982 1 65
983 6 70
984 23 87
985 16 80
986 10 74
987 40 104
988 49 113
989 62 126
990 29 93
991 19 83
992 57 121
993 26 90
994 45 109
995 14 78
996 60 124
997 49 113
998 38 102
999 20 84
1000 40 104
1001 5 69
1002 50 114
1003 16 80
1004 61 125
1005 5 69
1006 59 123
1007 60 124
1008 6 70
1009 10 74
1010 16 80
1011 41 105
1012 62 126
1013 39 103
1014 11 75
1015 2 66
1016 34 98
1017 2 66
1018 4 68
1019 62 126
1020 47 111
1021 31 95
1022 30 94
1023 53 117
1024 2 66
1025 9 73
1026 35 99
1027 12 76
1028 34 98
1029 52 116
1030 6 70
1031 59 123
1032 57 121
1033 59 123
1034 1 65
1035 17 81
1036 16 80
1037 27 91
1038 29 93
1039 51 115
1040 16 80
1041 5 69
1042 4 68
1043 15 79
1044 16 80
1045 43 107
1046 29 93
1047 34 98
1048 44 108
1049 14 78
1050 58 122
1051 53 117
1052 30 94
1053 33 97
1054 27 91
1055 43 107
1056 49 113
1057 43 107
1058 41 105
1059 61 125
1060 32 96
1061 13 77
1062 16 80
1063 44 108
1064 20 84
1065 50 114
1066 26 90
1067 43 107
1068 54 118
1069 33 97
1070 59 123
1071 52 116
1072 47 111
1073 33 97
1074 16 80
1075 50 114
1076 46 110
1077 54 118
1078 57 121
1079 25 89
1080 34 98
1081 49 113
1082 6 70
1083 37 101
1084 43 107
1085 54 118
1086 22 86
1087 22 86
1088 38 102
1089 41 105
1090 25 89
1091 43 107
1092 41 105
1093 28 92
1094 12 76
1095 22 86
1096 45 109
1097 28 92
1098 40 104
1099 26 90
1100 62 126
1101 20 84
1102 40 104
1103 24 88
1104 23 87
1105 54 118
1106 15 79
1107 1 65
1108 27 91
1109 29 93
1110 46 110
1111 20 84
1112 51 115
1113 51 115
1114 33 97
1115 17 81
1116 14 78
1117 13 77
1118 8 72
1119 35 99
1120 43 107
1121 59 123
1122 56 120
1123 5 69
1124 3 67
1125 21 85
1126 7 71
1127 36 100
1128 25 89
1129 21 85
1130 48 112
1131 16 80
1132 32 96
1133 14 78
1134 52 116
1135 44 108
1136 18 82
1137 0 64
1138 15 79
1139 48 112
1140 41 105
1141 9 73
1142 34 98
1143 9 73
1144 50 114
1145 28 92
1146 51 115
1147 38 102
1148 0 64
1149 63 127
1150 60 124
1151 39 103
1152 10 74
1153 40 104
1154 37 101
1155 31 95
1156 20 84
1157 14 78
1158 13 77
1159 11 75
1160 32 96
1161 48 112
1162 31 95
1163 5 69
1164 14 78
1165 35 99
1166 47 111
1167 21 85
1168 22 86
1169 48 112
1170 19 83
1171 56 120
1172 59 123
1173 27 91
1174 40 104
1175 41 105
1176 43 107
1177 24 88
1178 63 127
1179 22 86
1180 11 75
1181 42 106
1182 24 88
1183 23 87
1184 43 107
1185 6 70
1186 62 126
1187 58 122
1188 12 76
1189 36 100
1190 9 73
1191 52 116
1192 58 122
1193 28 92
1194 30 94
1195 45 109
1196 19 83
1197 50 114
1198 19 83
1199 7 71
1200 29 93
1201 15 79
1202 11 75
1203 33 97
1204 32 96
1205 19 83
1206 15 79
1207 19 83
1208 15 79
1209 8 72
1210 36 100
1211 4 68
1212 33 97
1213 6 70
1214 51 115
1215 39 103
1216 21 85
1217 46 110
1218 47 111
1219 37 101
1220 57 121
1221 36 100
1222 15 79
1223 16 80
1224 52 116
1225 31 95
1226 60 124
1227 45 109
1228 8 72
1229 61 125
1230 15 79
1231 6 70
1232 10 74
1233 26 90
1234 7 71
1235 37 101
1236 6 70
1237 33 97
1238 62 126
1239 53 117
1240 24 88
1241 63 127
1242 48 112
1243 34 98
1244 23 87
1245 1 65
1246 1 65
1247 32 96
1248 47 111
1249 31 95
1250 4 68
1251 38 102
1252 9 73
1253 28 92
1254 3 67
1255 28 92
1256 49 113
1257 41 105
1258 42 106
1259 60 124
1260 29 93
1261 54 118
1262 36 100
1263 15 79
1264 48 112
1265 18 82
1266 24 88
1267 15 79
1268 61 125
1269 3 67
1270 47 111
1271 36 100
1272 44 108
1273 49 113
1274 40 104
1275 36 100
1276 51 115
1277 57 121
1278 46 110
1279 32 96
1280 61 125
1281 40 104
1282 55 119
1283 3 67
1284 18 82
1285 33 97
1286 17 81
1287 11 75
1288 61 125
1289 34 98
1290 17 81
1291 59 123
1292 10 74
1293 5 69
1294 0 64
1295 26 90
1296 33 97
1297 48 112
1298 38 102
1299 44 108
1300 5 69
1301 63 127
1302 2 66
1303 43 107
1304 53 117
1305 1 65
1306 37 101
1307 14 78
1308 0 64
1309 10 74
1310 20 84
1311 35 99
1312 39 103
1313 17 81
1314 0 64
1315 53 117
1316 26 90
1317 3 67
1318 4 68
1319 44 108
1320 53 117
1321 49 113
1322 63 127
1323 46 110
1324 4 68
1325 23 87
1326 32 96
1327 42 106
1328 10 74
1329 27 91
1330 52 116
1331 45 109
1332 49 113
1333 19 83
1334 51 115
1335 57 121
1336 3 67
1337 15 79
1338 29 93
1339 11 75
1340 48 112
1341 20 84
1342 43 107
1343 43 107
1344 29 93
1345 40 104
1346 38 102
1347 22 86
1348 2 66
1349 38 102
1350 11 75
1351 29 93
1352 14 78
1353 58 122
1354 56 120
1355 20 84
1356 19 83
1357 31 95
1358 28 92
1359 3 67
1360 60 124
1361 48 112
1362 50 114
1363 17 81
1364 11 75
1365 44 108
1366 0 64
1367 12 76
1368 18 82
1369 42 106
1370 2 66
1371 57 121
1372 32 96
1373 14 78
1374 44 108
1375 2 66
1376 11 75
1377 35 99
1378 35 99
1379 14 78
1380 18 82
1381 26 90
1382 29 93
1383 31 95
1384 24 88
1385 52 116
1386 46 110
1387 9 73
1388 55 119
1389 27 91
1390 51 115
1391 4 68
1392 63 127
1393 26 90
1394 30 94
1395 51 115
1396 37 101
1397 4 68
1398 60 124
1399 21 85
1400 60 124
1401 13 77
1402 11 75
1403 13 77
1404 37 101
1405 52 116
1406 59 123
1407 49 113
1408 39 103
1409 18 82
1410 28 92
1411 24 88
1412 44 108
1413 16 80
1414 1 65
1415 62 126
1416 40 104
1417 46 110
1418 4 68
1419 52 116
1420 45 109
1421 51 115
1422 57 121
1423 40 104
1424 31 95
1425 23 87
1426 50 114
1427 13 77
1428 18 82
1429 3 67
1430 42 106
1431 5 69
1432 29 93
1433 60 124
1434 31 95
1435 9 73
1436 49 113
1437 0 64
1438 37 101
1439 54 118
1440 53 117
1441 46 110
1442 42 106
1443 41 105
1444 44 108
1445 26 90
1446 16 80
1447 26 90
1448 56 120
1449 41 105
1450 47 111
1451 60 124
1452 7 71
1453 34 98
1454 34 98
1455 57 121
1456 60 124
1457 32 96
1458 0 64
1459 57 121
1460 58 122
1461 50 114
1462 43 107
1463 61 125
1464 40 104
1465 63 127
1466 53 117
1467 60 124
1468 12 76
1469 10 74
1470 12 76
1471 38 102
1472 45 109
1473 37 101
1474 41 105
1475 53 117
1476 33 97
1477 58 122
1478 32 96
1479 42 106
1480 22 86
1481 34 98
1482 27 91
1483 6 70
1484 20 84
1485 8 72
1486 55 119
1487 4 68
1488 42 106
1489 20 84
1490 36 100
1491 25 89
1492 1 65
1493 5 69
1494 39 103
1495 62 126
1496 4 68
1497 27 91
1498 29 93
1499 33 97
1500 40 104
1501 21 85
1502 3 67
1503 29 93
1504 28 92
1505 11 75
1506 15 79
1507 15 79
1508 39 103
1509 25 89
1510 15 79
1511 58 122
1512 53 117
1513 8 72
1514 45 109
1515 17 81
1516 54 118
1517 15 79
1518 32 96
1519 15 79
1520 8 72
1521 37 101
1522 48 112
1523 7 71
1524 34 98
1525 16 80
1526 36 100
1527 8 72
1528 25 89
1529 1 65
1530 1 65
1531 20 84
1532 25 89
1533 20 84
1534 41 105
1535 42 106
1536 27 91
1537 16 80
1538 22 86
1539 53 117
1540 31 95
1541 4 68
1542 13 77
1543 25 89
1544 33 97
1545 45 109
1546 50 114
1547 19 83
1548 5 69
1549 59 123
1550 61 125
1551 43 107
1552 51 115
1553 22 86
1554 10 74
1555 3 67
1556 42 106
1557 9 73
1558 52 116
1559 25 89
1560 31 95
1561 1 65
1562 38 102
1563 14 78
1564 43 107
1565 2 66
1566 28 92
1567 10 74
1568 4 68
1569 14 78
1570 57 121
1571 4 68
1572 20 84
1573 38 102
1574 47 111
1575 60 124
1576 6 70
1577 14 78
1578 54 118
1579 21 85
1580 63 127
1581 43 107
1582 20 84
1583 19 83
1584 8 72
1585 36 100
1586 10 74
1587 8 72
1588 32 96
1589 8 72
1590 49 113
1591 55 119
1592 3 67
1593 16 80
1594 63 127
1595 26 90
1596 55 119
1597 16 80
1598 42 106
1599 12 76
1600 36 100
1601 23 87
1602 3 67
1603 26 90
1604 62 126
1605 61 125
1606 16 80
1607 26 90
1608 57 121
1609 56 120
1610 31 95
1611 53 117
1612 20 84
1613 43 107
1614 3 67
1615 53 117
1616 23 87
1617 48 112
1618 23 87
1619 58 122
1620 12 76
1621 30 94
1622 23 87
1623 25 89
1624 4 68
1625 12 76
1626 18 82
1627 4 68
1628 34 98
1629 23 87
1630 61 125
1631 59 123
1632 46 110
1633 12 76
1634 3 67
1635 62 126
1636 25 89
1637 33 97
1638 18 82
1639 58 122
1640 2 66
1641 22 86
1642 14 78
1643 33 97
1644 19 83
1645 9 73
1646 38 102
1647 41 105
1648 31 95
1649 47 111
1650 17 81
1651 57 121
1652 2 66
1653 0 64
1654 54 118
1655 47 111
1656 5 69
1657 53 117
1658 53 117
1659 51 115
1660 46 110
1661 26 90
1662 40 104
1663 58 122
1664 9 73
1665 20 84
1666 39 103
1667 55 119
1668 34 98
1669 37 101
1670 15 79
1671 2 66
1672 26 90
1673 25 89
1674 42 106
1675 20 84
1676 21 85
1677 21 85
1678 11 75
1679 28 92
1680 1 65
1681 28 92
1682 42 106
1683 13 77
1684 44 108
1685 54 118
1686 46 110
1687 52 116
1688 41 105
1689 26 90
1690 41 105
1691 12 76
1692 28 92
1693 42 106
1694 12 76
1695 19 83
1696 27 91
1697 28 92
1698 58 122
1699 43 107
1700 15 79
1701 30 94
1702 33 97
1703 55 119
1704 35 99
1705 55 119
1706 45 109
1707 9 73
1708 49 113
1709 26 90
1710 46 110
1711 52 116
1712 54 118
1713 23 87
1714 32 96
1715 3 67
1716 28 92
1717 57 121
1718 60 124
1719 18 82
1720 19 83
1721 11 75
1722 55 119
1723 3 67
1724 6 70
1725 4 68
1726 24 88
1727 40 104
1728 53 117
1729 40 104
1730 3 67
1731 25 89
1732 24 88
1733 2 66
1734 54 118
1735 16 80
1736 1 65
1737 6 70
1738 5 69
1739 29 93
1740 17 81
1741 18 82
1742 37 101
1743 33 97
1744 53 117
1745 42 106
1746 10 74
1747 6 70
1748 22 86
1749 6 70
1750 2 66
1751 61 125
1752 49 113
1753 62 126
1754 39 103
1755 38 102
1756 49 113
1757 8 72
1758 30 94
1759 63 127
1760 37 101
1761 16 80
1762 8 72
1763 39 103
1764 56 120
1765 25 89
1766 27 91
1767 25 89
1768 57 121
1769 38 102
1770 14 78
1771 27 91
1772 57 121
1773 6 70
1774 35 99
1775 13 77
1776 38 102
1777 53 117
1778 3 67
1779 22 86
1780 40 104
1781 25 89
1782 60 124
1783 41 105
1784 42 106
1785 4 68
1786 53 117
1787 5 69
1788 3 67
1789 11 75
1790 43 107
1791 7 71
1792 11 75
1793 48 112
1794 15 79
1795 6 70
1796 56 120
1797 55 119
1798 56 120
1799 1 65
1800 50 114
1801 47 111
1802 0 64
1803 29 93
1804 27 91
1805 48 112
1806 54 118
1807 38 102
1808 60 124
1809 38 102
1810 13 77
1811 26 90
1812 45 109
1813 0 64
1814 13 77
1815 19 83
1816 3 67
1817 15 79
1818 19 83
1819 2 66
1820 3 67
1821 29 93
1822 21 85
1823 21 85
1824 7 71
1825 16 80
1826 63 127
1827 5 69
1828 21 85
1829 32 96
1830 28 92
1831 32 96
1832 35 99
1833 52 116
1834 47 111
1835 25 89
1836 14 78
1837 37 101
1838 2 66
1839 44 108
1840 59 123
1841 54 118
1842 52 116
1843 4 68
1844 36 100
1845 35 99
1846 18 82
1847 53 117
1848 32 96
1849 39 103
1850 19 83
1851 1 65
1852 46 110
1853 63 127
1854 20 84
1855 54 118
1856 59 123
1857 28 92
1858 7 71
1859 55 119
1860 46 110
1861 35 99
1862 15 79
1863 18 82
1864 43 107
1865 55 119
1866 50 114
1867 22 86
1868 12 76
1869 60 124
1870 35 99
1871 28 92
1872 29 93
1873 36 100
1874 35 99
1875 44 108
1876 38 102
1877 8 72
1878 41 105
1879 51 115
1880 42 106
1881 6 70
1882 38 102
1883 38 102
1884 40 104
1885 39 103
1886 26 90
1887 8 72
1888 40 104
1889 49 113
1890 60 124
1891 38 102
1892 36 100
1893 43 107
1894 8 72
1895 24 88
1896 1 65
1897 54 118
1898 63 127
1899 60 124
1900 30 94
1901 13 77
1902 62 126
1903 17 81
1904 43 107
1905 32 96
1906 41 105
1907 33 97
1908 30 94
1909 8 72
1910 62 126
1911 17 81
1912 42 106
1913 54 118
1914 25 89
1915 31 95
1916 58 122
1917 29 93
1918 42 106
1919 35 99
1920 54 118
1921 14 78
1922 52 116
1923 42 106
1924 17 81
1925 33 97
1926 34 98
1927 16 80
1928 55 119
1929 47 111
1930 10 74
1931 51 115
1932 56 120
1933 31 95
1934 50 114
1935 55 119
1936 58 122
1937 0 64
1938 61 125
1939 31 95
1940 60 124
1941 63 127
1942 2 66
1943 1 65
1944 60 124
1945 58 122
1946 2 66
1947 39 103
1948 57 121
1949 36 100
1950 44 108
1951 62 126
1952 20 84
1953 8 72
1954 17 81
1955 3 67
1956 17 81
1957 29 93
1958 10 74
1959 4 68
1960 8 72
1961 16 80
1962 4 68
1963 29 93
1964 11 75
1965 33 97
1966 35 99
1967 34 98
1968 33 97
1969 30 94
1970 2 66
1971 47 111
1972 36 100
1973 1 65
1974 49 113
1975 61 125
1976 53 117
1977 21 85
1978 31 95
1979 19 83
1980 25 89
1981 60 124
1982 55 119
1983 56 120
1984 8 72
1985 28 92
1986 61 125
1987 53 117
1988 54 118
1989 61 125
1990 58 122
1991 25 89
1992 0 64
1993 57 121
1994 31 95
1995 19 83
1996 32 96
1997 25 89
1998 36 100
1999 50 114
2000 23 87
2001 52 116
2002 26 90
2003 62 126
2004 41 105
2005 44 108
2006 40 104
2007 54 118
2008 45 109
2009 57 121
2010 19 83
2011 24 88
2012 20 84
2013 0 64
2014 60 124
2015 19 83
2016 18 82
2017 53 117
2018 42 106
2019 32 96
2020 21 85
2021 45 109
2022 32 96
2023 61 125
2024 15 79
2025 2 66
2026 9 73
